0.000 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
0.110 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
2.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=1.968, NAV_HEADING=89.985, NAV_PITCH=0.018, NAV_ROLL=-0.001, NAV_SPEED=0.005, NAV_VX=-0.005, NAV_VY=0.000, NAV_X=-0.006, NAV_Y=0.000, NAV_YAW=-1.571, NAV_Z=-1.968}
458.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=174.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=23.348, NAV_HEADING=275.591, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.032, NAV_X=12.037, NAV_Y=-1.170, NAV_YAW=1.473, NAV_Z=-23.348}
460.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=175.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=23.446, NAV_HEADING=275.009, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.288, NAV_VX=0.286, NAV_VY=-0.034, NAV_X=11.470, NAV_Y=-1.052, NAV_YAW=1.483, NAV_Z=-23.446}
462.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=175.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=23.545, NAV_HEADING=274.369, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.036, NAV_X=10.901, NAV_Y=-0.935, NAV_YAW=1.495, NAV_Z=-23.545}
464.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=176.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=23.644, NAV_HEADING=274.245, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.035, NAV_X=10.331, NAV_Y=-0.820, NAV_YAW=1.497, NAV_Z=-23.644}
466.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=176.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=23.743, NAV_HEADING=273.576, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.286, NAV_VY=-0.037, NAV_X=9.761, NAV_Y=-0.708, NAV_YAW=1.508, NAV_Z=-23.743}
468.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=176.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=23.841, NAV_HEADING=273.339, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.037, NAV_X=9.191, NAV_Y=-0.599, NAV_YAW=1.513, NAV_Z=-23.841}
470.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=177.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=23.940, NAV_HEADING=272.960, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.286, NAV_VY=-0.038, NAV_X=8.619, NAV_Y=-0.492, NAV_YAW=1.519, NAV_Z=-23.940}
472.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=177.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=24.039, NAV_HEADING=272.454, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.039, NAV_X=8.048, NAV_Y=-0.388, NAV_YAW=1.528, NAV_Z=-24.039}
474.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=178.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=24.137, NAV_HEADING=272.041, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.286, NAV_VY=-0.039, NAV_X=7.475, NAV_Y=-0.287, NAV_YAW=1.535, NAV_Z=-24.137}
476.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=178.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=24.236, NAV_HEADING=271.504, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.041, NAV_X=6.902, NAV_Y=-0.189, NAV_YAW=1.545, NAV_Z=-24.236}
478.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=179.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=24.334, NAV_HEADING=270.809, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.286, NAV_VY=-0.042, NAV_X=6.329, NAV_Y=-0.094, NAV_YAW=1.557, NAV_Z=-24.334}
480.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=180.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=24.433, NAV_HEADING=270.154, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.286, NAV_VY=-0.044, NAV_X=5.754, NAV_Y=-0.003, NAV_YAW=1.568, NAV_Z=-24.433}
482.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=181.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=24.531, NAV_HEADING=269.367, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.286, NAV_VY=-0.046, NAV_X=5.179, NAV_Y=0.085, NAV_YAW=1.582, NAV_Z=-24.531}
484.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=182.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=24.629, NAV_HEADING=268.532, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.286, NAV_VY=-0.048, NAV_X=4.602, NAV_Y=0.169, NAV_YAW=1.596, NAV_Z=-24.629}
486.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=183.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=24.727, NAV_HEADING=267.631, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.286, NAV_VY=-0.050, NAV_X=4.024, NAV_Y=0.248, NAV_YAW=1.612, NAV_Z=-24.727}
488.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=185.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=24.825, NAV_HEADING=266.655, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.291, NAV_VX=0.286, NAV_VY=-0.053, NAV_X=3.445, NAV_Y=0.322, NAV_YAW=1.629, NAV_Z=-24.825}
490.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=188.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=24.923, NAV_HEADING=264.880, NAV_PITCH=0.028, NAV_ROLL=-0.001, NAV_SPEED=0.291, NAV_VX=0.285, NAV_VY=-0.058, NAV_X=2.866, NAV_Y=0.391, NAV_YAW=1.660, NAV_Z=-24.923}
492.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@ACTIVE:RETURNING running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=191.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.020, NAV_HEADING=262.673, NAV_PITCH=0.030, NAV_ROLL=-0.001, NAV_SPEED=0.291, NAV_VX=0.284, NAV_VY=-0.066, NAV_X=2.284, NAV_Y=0.453, NAV_YAW=1.699, NAV_Z=-25.020}
494.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.117, NAV_HEADING=259.066, NAV_PITCH=0.033, NAV_ROLL=-0.002, NAV_SPEED=0.292, NAV_VX=0.281, NAV_VY=-0.079, NAV_X=1.701, NAV_Y=0.507, NAV_YAW=1.762, NAV_Z=-25.117}
496.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.213, NAV_HEADING=256.381, NAV_PITCH=0.033, NAV_ROLL=-0.001, NAV_SPEED=0.295, NAV_VX=0.282, NAV_VY=-0.086, NAV_X=1.113, NAV_Y=0.548, NAV_YAW=1.808, NAV_Z=-25.213}
498.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.308, NAV_HEADING=255.147, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.283, NAV_VY=-0.085, NAV_X=0.520, NAV_Y=0.574, NAV_YAW=1.830, NAV_Z=-25.308}
500.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.403, NAV_HEADING=254.681, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.295, NAV_VX=0.284, NAV_VY=-0.080, NAV_X=-0.074, NAV_Y=0.584, NAV_YAW=1.838, NAV_Z=-25.403}
502.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.499, NAV_HEADING=254.676, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.295, NAV_VX=0.285, NAV_VY=-0.074, NAV_X=-0.666, NAV_Y=0.582, NAV_YAW=1.838, NAV_Z=-25.499}
504.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.596, NAV_HEADING=254.835, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.294, NAV_VX=0.286, NAV_VY=-0.069, NAV_X=-1.257, NAV_Y=0.569, NAV_YAW=1.835, NAV_Z=-25.596}
506.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.693, NAV_HEADING=255.030, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.293, NAV_VX=0.286, NAV_VY=-0.063, NAV_X=-1.846, NAV_Y=0.547, NAV_YAW=1.832, NAV_Z=-25.693}
508.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.790, NAV_HEADING=255.187, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.293, NAV_VX=0.287, NAV_VY=-0.059, NAV_X=-2.433, NAV_Y=0.517, NAV_YAW=1.829, NAV_Z=-25.790}
510.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.888, NAV_HEADING=255.337, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.287, NAV_VY=-0.055, NAV_X=-3.019, NAV_Y=0.481, NAV_YAW=1.827, NAV_Z=-25.888}
512.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=25.987, NAV_HEADING=255.442, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.292, NAV_VX=0.287, NAV_VY=-0.052, NAV_X=-3.604, NAV_Y=0.439, NAV_YAW=1.825, NAV_Z=-25.987}
514.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=26.085, NAV_HEADING=255.501, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.049, NAV_X=-4.187, NAV_Y=0.392, NAV_YAW=1.824, NAV_Z=-26.085}
516.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=26.184, NAV_HEADING=255.494, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.047, NAV_X=-4.770, NAV_Y=0.340, NAV_YAW=1.824, NAV_Z=-26.184}
518.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=26.283, NAV_HEADING=255.509, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.291, NAV_VX=0.287, NAV_VY=-0.045, NAV_X=-5.351, NAV_Y=0.284, NAV_YAW=1.824, NAV_Z=-26.283}
520.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=26.382, NAV_HEADING=255.527, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.043, NAV_X=-5.932, NAV_Y=0.225, NAV_YAW=1.823, NAV_Z=-26.382}
522.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=26.481, NAV_HEADING=255.567, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.041, NAV_X=-6.511, NAV_Y=0.161, NAV_YAW=1.823, NAV_Z=-26.481}
524.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=26.580, NAV_HEADING=255.597, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.039, NAV_X=-7.090, NAV_Y=0.095, NAV_YAW=1.822, NAV_Z=-26.580}
526.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=26.679, NAV_HEADING=255.591, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.038, NAV_X=-7.668, NAV_Y=0.026, NAV_YAW=1.822, NAV_Z=-26.679}
528.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=26.778, NAV_HEADING=255.599, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.290, NAV_VX=0.287, NAV_VY=-0.036, NAV_X=-8.245, NAV_Y=-0.046, NAV_YAW=1.822, NAV_Z=-26.778}
530.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=26.878, NAV_HEADING=255.625, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.035, NAV_X=-8.822, NAV_Y=-0.120, NAV_YAW=1.822, NAV_Z=-26.878}
532.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=26.977, NAV_HEADING=255.664, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.034, NAV_X=-9.399, NAV_Y=-0.196, NAV_YAW=1.821, NAV_Z=-26.977}
534.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=27.076, NAV_HEADING=255.710, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.032, NAV_X=-9.974, NAV_Y=-0.275, NAV_YAW=1.820, NAV_Z=-27.076}
536.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=27.175, NAV_HEADING=255.727, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.031, NAV_X=-10.550, NAV_Y=-0.356, NAV_YAW=1.820, NAV_Z=-27.175}
538.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=27.275, NAV_HEADING=255.711, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.030, NAV_X=-11.124, NAV_Y=-0.438, NAV_YAW=1.820, NAV_Z=-27.275}
540.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=27.374, NAV_HEADING=255.708, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.030, NAV_X=-11.699, NAV_Y=-0.523, NAV_YAW=1.820, NAV_Z=-27.374}
542.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=27.473, NAV_HEADING=255.721, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.029, NAV_X=-12.273, NAV_Y=-0.609, NAV_YAW=1.820, NAV_Z=-27.473}
544.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=27.573, NAV_HEADING=255.742, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.028, NAV_X=-12.846, NAV_Y=-0.696, NAV_YAW=1.820, NAV_Z=-27.573}
546.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=27.672, NAV_HEADING=255.757, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.027, NAV_X=-13.419, NAV_Y=-0.785, NAV_YAW=1.819, NAV_Z=-27.672}
548.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=27.771, NAV_HEADING=255.756, NAV_PITCH=0.024, NAV_ROLL=-0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.026, NAV_X=-13.992, NAV_Y=-0.876, NAV_YAW=1.819, NAV_Z=-27.771}
550.200 [ros_helm] status=running uptime_s=0.0 mode=MODE@INACTIVE running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_hdg disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=194.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=27.871, NAV_HEADING=255.759, NAV_PITCH=0.024, NAV_ROLL=0.000, NAV_SPEED=0.289, NAV_VX=0.287, NAV_VY=-0.026, NAV_X=-14.565, NAV_Y=-0.967, NAV_YAW=1.819, NAV_Z=-27.871}
