0.000 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
0.110 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=0.000, NAV_HEADING=0.000, NAV_SPEED=0.000, NAV_X=0.000, NAV_Y=0.000}
2.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=none idle_behaviors=waypt_survey,waypt_return,const_speed disabled_behaviors=none DEPLOY=false RETURN=false DESIRED={none} NAV={NAV_DEPTH=1.966, NAV_HEADING=89.999, NAV_PITCH=0.017, NAV_ROLL=-0.001, NAV_SPEED=0.005, NAV_VX=-0.005, NAV_VY=0.000, NAV_X=-0.006, NAV_Y=0.000, NAV_YAW=-1.571, NAV_Z=-1.966}
280.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=78.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.719, NAV_HEADING=11.541, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.293, NAV_VX=0.286, NAV_VY=-0.064, NAV_X=43.760, NAV_Y=-30.986, NAV_YAW=-0.201, NAV_Z=-14.719}
282.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=80.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.817, NAV_HEADING=10.558, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.285, NAV_VY=-0.064, NAV_X=43.996, NAV_Y=-30.447, NAV_YAW=-0.184, NAV_Z=-14.817}
284.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=102.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=14.915, NAV_HEADING=9.409, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.285, NAV_VY=-0.066, NAV_X=44.224, NAV_Y=-29.906, NAV_YAW=-0.164, NAV_Z=-14.915}
286.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=104.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.011, NAV_HEADING=358.224, NAV_PITCH=0.041, NAV_ROLL=-0.006, NAV_SPEED=0.300, NAV_VX=0.277, NAV_VY=-0.115, NAV_X=44.446, NAV_Y=-29.343, NAV_YAW=0.031, NAV_Z=-15.011}
288.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=105.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.104, NAV_HEADING=350.236, NAV_PITCH=0.052, NAV_ROLL=-0.007, NAV_SPEED=0.306, NAV_VX=0.272, NAV_VY=-0.139, NAV_X=44.647, NAV_Y=-28.765, NAV_YAW=0.170, NAV_Z=-15.104}
290.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=107.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.194, NAV_HEADING=345.383, NAV_PITCH=0.043, NAV_ROLL=-0.002, NAV_SPEED=0.306, NAV_VX=0.270, NAV_VY=-0.143, NAV_X=44.809, NAV_Y=-28.170, NAV_YAW=0.255, NAV_Z=-15.194}
292.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=109.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.283, NAV_HEADING=341.576, NAV_PITCH=0.037, NAV_ROLL=-0.001, NAV_SPEED=0.304, NAV_VX=0.269, NAV_VY=-0.141, NAV_X=44.927, NAV_Y=-27.569, NAV_YAW=0.322, NAV_Z=-15.283}
294.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=110.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.372, NAV_HEADING=338.955, NAV_PITCH=0.034, NAV_ROLL=-0.001, NAV_SPEED=0.302, NAV_VX=0.271, NAV_VY=-0.135, NAV_X=45.003, NAV_Y=-26.965, NAV_YAW=0.367, NAV_Z=-15.372}
296.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=112.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.462, NAV_HEADING=336.940, NAV_PITCH=0.032, NAV_ROLL=-0.000, NAV_SPEED=0.302, NAV_VX=0.274, NAV_VY=-0.128, NAV_X=45.040, NAV_Y=-26.359, NAV_YAW=0.402, NAV_Z=-15.462}
298.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=114.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.552, NAV_HEADING=335.289, NAV_PITCH=0.031, NAV_ROLL=-0.000, NAV_SPEED=0.301, NAV_VX=0.276, NAV_VY=-0.121, NAV_X=45.043, NAV_Y=-25.753, NAV_YAW=0.431, NAV_Z=-15.552}
300.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=115.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.644, NAV_HEADING=333.146, NAV_PITCH=0.031, NAV_ROLL=-0.001, NAV_SPEED=0.300, NAV_VX=0.276, NAV_VY=-0.117, NAV_X=45.016, NAV_Y=-25.151, NAV_YAW=0.469, NAV_Z=-15.644}
302.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=116.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.736, NAV_HEADING=331.916, NAV_PITCH=0.030, NAV_ROLL=-0.000, NAV_SPEED=0.300, NAV_VX=0.279, NAV_VY=-0.111, NAV_X=44.961, NAV_Y=-24.550, NAV_YAW=0.490, NAV_Z=-15.736}
304.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=116.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.829, NAV_HEADING=331.499, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.299, NAV_VX=0.281, NAV_VY=-0.102, NAV_X=44.880, NAV_Y=-23.954, NAV_YAW=0.497, NAV_Z=-15.829}
306.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=117.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=15.923, NAV_HEADING=331.345, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.298, NAV_VX=0.283, NAV_VY=-0.094, NAV_X=44.780, NAV_Y=-23.362, NAV_YAW=0.500, NAV_Z=-15.923}
308.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=118.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.018, NAV_HEADING=331.166, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.297, NAV_VX=0.284, NAV_VY=-0.086, NAV_X=44.663, NAV_Y=-22.777, NAV_YAW=0.503, NAV_Z=-16.018}
310.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=119.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.114, NAV_HEADING=330.412, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.296, NAV_VX=0.284, NAV_VY=-0.083, NAV_X=44.533, NAV_Y=-22.197, NAV_YAW=0.516, NAV_Z=-16.114}
312.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=120.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.210, NAV_HEADING=329.702, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.284, NAV_VY=-0.080, NAV_X=44.389, NAV_Y=-21.620, NAV_YAW=0.529, NAV_Z=-16.210}
314.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=122.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.306, NAV_HEADING=328.715, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.284, NAV_VY=-0.079, NAV_X=44.234, NAV_Y=-21.048, NAV_YAW=0.546, NAV_Z=-16.306}
316.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=123.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.403, NAV_HEADING=327.262, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.283, NAV_VY=-0.080, NAV_X=44.067, NAV_Y=-20.480, NAV_YAW=0.571, NAV_Z=-16.403}
318.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=123.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.499, NAV_HEADING=326.137, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.284, NAV_VY=-0.080, NAV_X=43.887, NAV_Y=-19.916, NAV_YAW=0.591, NAV_Z=-16.499}
320.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=124.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.596, NAV_HEADING=325.423, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.295, NAV_VX=0.284, NAV_VY=-0.077, NAV_X=43.696, NAV_Y=-19.355, NAV_YAW=0.603, NAV_Z=-16.596}
322.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=124.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.692, NAV_HEADING=324.765, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.294, NAV_VX=0.285, NAV_VY=-0.075, NAV_X=43.493, NAV_Y=-18.799, NAV_YAW=0.615, NAV_Z=-16.692}
324.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=124.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.789, NAV_HEADING=324.503, NAV_PITCH=0.026, NAV_ROLL=0.000, NAV_SPEED=0.294, NAV_VX=0.285, NAV_VY=-0.071, NAV_X=43.280, NAV_Y=-18.247, NAV_YAW=0.620, NAV_Z=-16.789}
326.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=125.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.886, NAV_HEADING=324.225, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.293, NAV_VX=0.285, NAV_VY=-0.068, NAV_X=43.059, NAV_Y=-17.700, NAV_YAW=0.624, NAV_Z=-16.886}
328.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=125.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=16.984, NAV_HEADING=323.543, NAV_PITCH=0.026, NAV_ROLL=-0.000, NAV_SPEED=0.293, NAV_VX=0.285, NAV_VY=-0.067, NAV_X=42.830, NAV_Y=-17.158, NAV_YAW=0.636, NAV_Z=-16.984}
330.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=125.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.081, NAV_HEADING=323.405, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.293, NAV_VX=0.286, NAV_VY=-0.064, NAV_X=42.593, NAV_Y=-16.619, NAV_YAW=0.639, NAV_Z=-17.081}
332.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=126.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.179, NAV_HEADING=323.410, NAV_PITCH=0.025, NAV_ROLL=0.000, NAV_SPEED=0.292, NAV_VX=0.286, NAV_VY=-0.060, NAV_X=42.348, NAV_Y=-16.084, NAV_YAW=0.639, NAV_Z=-17.179}
334.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=127.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.277, NAV_HEADING=322.937, NAV_PITCH=0.025, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.286, NAV_VY=-0.059, NAV_X=42.099, NAV_Y=-15.554, NAV_YAW=0.647, NAV_Z=-17.277}
336.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=128.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.375, NAV_HEADING=321.889, NAV_PITCH=0.027, NAV_ROLL=-0.001, NAV_SPEED=0.292, NAV_VX=0.285, NAV_VY=-0.060, NAV_X=41.843, NAV_Y=-15.027, NAV_YAW=0.665, NAV_Z=-17.375}
338.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=129.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.473, NAV_HEADING=321.155, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.286, NAV_VY=-0.061, NAV_X=41.581, NAV_Y=-14.502, NAV_YAW=0.678, NAV_Z=-17.473}
340.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_survey idle_behaviors=waypt_return,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=130.000, DESIRED_SPEED=1.000} NAV={NAV_DEPTH=17.571, NAV_HEADING=320.290, NAV_PITCH=0.027, NAV_ROLL=-0.000, NAV_SPEED=0.292, NAV_VX=0.285, NAV_VY=-0.061, NAV_X=41.313, NAV_Y=-13.980, NAV_YAW=0.693, NAV_Z=-17.571}
342.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=162.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=17.668, NAV_HEADING=314.770, NAV_PITCH=0.029, NAV_ROLL=-0.002, NAV_SPEED=0.283, NAV_VX=0.271, NAV_VY=-0.082, NAV_X=41.038, NAV_Y=-13.463, NAV_YAW=0.789, NAV_Z=-17.668}
344.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=162.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=17.767, NAV_HEADING=303.463, NAV_PITCH=0.044, NAV_ROLL=-0.007, NAV_SPEED=0.253, NAV_VX=0.221, NAV_VY=-0.123, NAV_X=40.794, NAV_Y=-12.993, NAV_YAW=0.987, NAV_Z=-17.767}
346.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=163.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=17.864, NAV_HEADING=295.341, NAV_PITCH=0.046, NAV_ROLL=-0.005, NAV_SPEED=0.243, NAV_VX=0.201, NAV_VY=-0.137, NAV_X=40.553, NAV_Y=-12.555, NAV_YAW=1.129, NAV_Z=-17.864}
348.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=163.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=17.961, NAV_HEADING=289.754, NAV_PITCH=0.040, NAV_ROLL=-0.002, NAV_SPEED=0.234, NAV_VX=0.189, NAV_VY=-0.138, NAV_X=40.296, NAV_Y=-12.149, NAV_YAW=1.226, NAV_Z=-17.961}
350.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=164.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=18.058, NAV_HEADING=286.638, NAV_PITCH=0.034, NAV_ROLL=-0.000, NAV_SPEED=0.227, NAV_VX=0.186, NAV_VY=-0.130, NAV_X=40.020, NAV_Y=-11.777, NAV_YAW=1.280, NAV_Z=-18.058}
352.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=164.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=18.155, NAV_HEADING=284.820, NAV_PITCH=0.031, NAV_ROLL=-0.000, NAV_SPEED=0.222, NAV_VX=0.186, NAV_VY=-0.121, NAV_X=39.727, NAV_Y=-11.435, NAV_YAW=1.312, NAV_Z=-18.155}
354.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=164.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=18.253, NAV_HEADING=283.961, NAV_PITCH=0.029, NAV_ROLL=-0.000, NAV_SPEED=0.219, NAV_VX=0.189, NAV_VY=-0.111, NAV_X=39.417, NAV_Y=-11.118, NAV_YAW=1.327, NAV_Z=-18.253}
356.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=165.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=18.352, NAV_HEADING=283.505, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.217, NAV_VX=0.192, NAV_VY=-0.101, NAV_X=39.094, NAV_Y=-10.821, NAV_YAW=1.335, NAV_Z=-18.352}
358.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=165.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=18.451, NAV_HEADING=283.093, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.215, NAV_VX=0.194, NAV_VY=-0.093, NAV_X=38.760, NAV_Y=-10.543, NAV_YAW=1.342, NAV_Z=-18.451}
360.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=165.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=18.551, NAV_HEADING=283.003, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.214, NAV_VX=0.196, NAV_VY=-0.086, NAV_X=38.417, NAV_Y=-10.280, NAV_YAW=1.344, NAV_Z=-18.551}
362.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=165.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=18.652, NAV_HEADING=283.043, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.213, NAV_VX=0.198, NAV_VY=-0.079, NAV_X=38.068, NAV_Y=-10.030, NAV_YAW=1.343, NAV_Z=-18.652}
364.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=166.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=18.752, NAV_HEADING=283.070, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.212, NAV_VX=0.199, NAV_VY=-0.073, NAV_X=37.713, NAV_Y=-9.792, NAV_YAW=1.343, NAV_Z=-18.752}
366.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=166.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=18.854, NAV_HEADING=282.774, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.211, NAV_VX=0.199, NAV_VY=-0.070, NAV_X=37.354, NAV_Y=-9.563, NAV_YAW=1.348, NAV_Z=-18.854}
368.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=166.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=18.955, NAV_HEADING=282.611, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.211, NAV_VX=0.200, NAV_VY=-0.066, NAV_X=36.992, NAV_Y=-9.343, NAV_YAW=1.351, NAV_Z=-18.955}
370.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=166.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=19.056, NAV_HEADING=282.535, NAV_PITCH=0.028, NAV_ROLL=0.000, NAV_SPEED=0.210, NAV_VX=0.201, NAV_VY=-0.062, NAV_X=36.625, NAV_Y=-9.131, NAV_YAW=1.352, NAV_Z=-19.056}
372.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=166.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=19.158, NAV_HEADING=282.528, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.209, NAV_VX=0.201, NAV_VY=-0.059, NAV_X=36.256, NAV_Y=-8.925, NAV_YAW=1.352, NAV_Z=-19.158}
374.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=166.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=19.260, NAV_HEADING=282.561, NAV_PITCH=0.027, NAV_ROLL=0.000, NAV_SPEED=0.209, NAV_VX=0.201, NAV_VY=-0.055, NAV_X=35.885, NAV_Y=-8.726, NAV_YAW=1.352, NAV_Z=-19.260}
376.200 [ros_helm] status=running uptime_s=0.0 mode=unknown running_behaviors=none active_behaviors=waypt_return idle_behaviors=waypt_survey,const_speed disabled_behaviors=none DEPLOY=true RETURN=false DESIRED={DESIRED_HEADING=167.000, DESIRED_SPEED=0.500} NAV={NAV_DEPTH=19.361, NAV_HEADING=281.888, NAV_PITCH=0.028, NAV_ROLL=-0.000, NAV_SPEED=0.206, NAV_VX=0.199, NAV_VY=-0.055, NAV_X=35.515, NAV_Y=-8.534, NAV_YAW=1.363, NAV_Z=-19.361}
